;Current I 2021-03-18 17:05:49;
;2021-03-18T16:05:49.000Z;
t;I;
t/s;I/A;

0 ;-0.000614062
0.2 ;0.00245625
0.4 ;-0.00368437
0.6 ;-0.00675468
0.8 ;0.00245625
1 ;-0.00368437
1.2 ;-0.000614062
1.4 ;-0.00368437
1.6 ;-0.000614062
1.8 ;-0.00982499
2 ;-0.0282469
2.2 ;-0.049739
2.4 ;-0.151059
2.6 ;-0.151059
2.8 ;-0.141848
3 ;-0.233958
3.2 ;-0.227817
3.4 ;-0.233958
3.6 ;-0.365981
3.8 ;-0.372122
4 ;-0.381333
4.2 ;-0.381333
4.4 ;-0.381333
4.6 ;-0.516426
4.8 ;-0.544059
5 ;-0.633098
5.2 ;-0.599325
5.4 ;-0.583973
5.6 ;-0.593184
5.8 ;-0.630028
6 ;-0.682223
6.2 ;-0.722137
6.4 ;-0.811176
6.6 ;-0.805035
6.8 ;-0.866442
7 ;-0.894074
7.2 ;-0.915566
7.4 ;-0.909426
7.6 ;-1.00154
7.8 ;-0.989254
8 ;-1.07215
8.2 ;-1.04759
8.4 ;-1.05066
8.6 ;-1.15505
8.8 ;-1.20418
9 ;-1.20418
9.2 ;-1.21032
9.4 ;-1.30243
9.6 ;-1.29321
9.8 ;-1.35462
10 ;-1.40682
10.2 ;-1.42831
10.4 ;-1.45287
10.6 ;-1.45901
10.8 ;-1.47436
11 ;-1.54498
11.2 ;-1.60332
11.4 ;-1.65244
11.6 ;-1.67086
11.8 ;-1.75069
12 ;-1.73841
12.2 ;-1.78753
12.4 ;-1.83359
12.6 ;-1.87657
12.8 ;-1.89193
13 ;-1.89193
13.2 ;-1.94105
13.4 ;-1.94412
13.6 ;-1.94719
13.8 ;-1.96868
14 ;-1.96254
14.2 ;-1.99325
14.4 ;-2.04544
14.6 ;-2.02702
14.8 ;-2.02702
15 ;-2.03009
15.2 ;-2.03316
15.4 ;-2.02702
15.6 ;-2.02088
15.8 ;-2.03623
16 ;-2.03623
16.2 ;-2.02702
16.4 ;-2.03009
16.6 ;-2.03009
16.8 ;-2.03009
